StimuliName,user,FixationDuration,count
08b_Riga_S1.jpg,p10,56619,130
08b_Riga_S1.jpg,p11,53305,127
08b_Riga_S1.jpg,p14,103982,231
08b_Riga_S1.jpg,p15,95976,215
08b_Riga_S1.jpg,p18,39149,104
08b_Riga_S1.jpg,p19,77538,162
08b_Riga_S1.jpg,p2,80596,183
08b_Riga_S1.jpg,p22,63613,136
08b_Riga_S1.jpg,p23,85691,254
08b_Riga_S1.jpg,p26,71685,207
08b_Riga_S1.jpg,p27,43402,111
08b_Riga_S1.jpg,p3,48239,121
08b_Riga_S1.jpg,p30,26607,68
08b_Riga_S1.jpg,p31,24283,88
08b_Riga_S1.jpg,p34,42661,121
08b_Riga_S1.jpg,p35,73144,205
08b_Riga_S1.jpg,p38,90594,248
08b_Riga_S1.jpg,p39,37806,104
08b_Riga_S1.jpg,p6,14650,43
08b_Riga_S1.jpg,p7,35321,84
08b_Riga_S2.jpg,p1,35014,106
08b_Riga_S2.jpg,p12,32289,108
08b_Riga_S2.jpg,p13,23001,53
08b_Riga_S2.jpg,p16,11360,37
08b_Riga_S2.jpg,p17,18452,46
08b_Riga_S2.jpg,p20,35136,125
08b_Riga_S2.jpg,p21,47477,112
08b_Riga_S2.jpg,p24,42963,128
08b_Riga_S2.jpg,p25,23746,81
08b_Riga_S2.jpg,p28,9341,28
08b_Riga_S2.jpg,p29,19737,49
08b_Riga_S2.jpg,p32,25947,53
08b_Riga_S2.jpg,p33,28911,114
08b_Riga_S2.jpg,p36,12356,35
08b_Riga_S2.jpg,p37,63942,172
08b_Riga_S2.jpg,p4,12890,53
08b_Riga_S2.jpg,p40,13838,44
08b_Riga_S2.jpg,p5,63812,167
08b_Riga_S2.jpg,p8,11327,31
08b_Riga_S2.jpg,p9,15257,44
09_Tokyo_S1.jpg,p1,4727,16
09_Tokyo_S1.jpg,p12,9357,26
09_Tokyo_S1.jpg,p13,5446,27
09_Tokyo_S1.jpg,p16,12105,43
09_Tokyo_S1.jpg,p17,13492,44
09_Tokyo_S1.jpg,p20,8591,33
09_Tokyo_S1.jpg,p21,15038,42
09_Tokyo_S1.jpg,p24,7012,23
09_Tokyo_S1.jpg,p25,7696,23
09_Tokyo_S1.jpg,p28,9826,25
09_Tokyo_S1.jpg,p29,14452,54
09_Tokyo_S1.jpg,p32,18302,53
09_Tokyo_S1.jpg,p33,20033,61
09_Tokyo_S1.jpg,p36,12237,36
09_Tokyo_S1.jpg,p37,11793,40
09_Tokyo_S1.jpg,p4,10092,40
09_Tokyo_S1.jpg,p40,13038,46
09_Tokyo_S1.jpg,p5,10272,39
09_Tokyo_S1.jpg,p8,17233,53
09_Tokyo_S1.jpg,p9,9458,30
09_Tokyo_S2.jpg,p10,17572,65
09_Tokyo_S2.jpg,p11,5278,25
09_Tokyo_S2.jpg,p14,11256,39
09_Tokyo_S2.jpg,p15,30808,85
09_Tokyo_S2.jpg,p18,6811,23
09_Tokyo_S2.jpg,p19,14206,37
09_Tokyo_S2.jpg,p2,13024,31
09_Tokyo_S2.jpg,p22,17801,46
09_Tokyo_S2.jpg,p23,16753,54
09_Tokyo_S2.jpg,p26,8626,39
09_Tokyo_S2.jpg,p27,11687,49
09_Tokyo_S2.jpg,p3,6010,20
09_Tokyo_S2.jpg,p30,6345,16
09_Tokyo_S2.jpg,p31,3630,13
09_Tokyo_S2.jpg,p34,13991,42
09_Tokyo_S2.jpg,p35,20609,70
09_Tokyo_S2.jpg,p38,14436,56
09_Tokyo_S2.jpg,p39,7859,27
09_Tokyo_S2.jpg,p6,8159,35
09_Tokyo_S2.jpg,p7,12271,42
09b_Tokyo_S1.jpg,p10,19366,50
09b_Tokyo_S1.jpg,p11,9793,30
09b_Tokyo_S1.jpg,p14,21264,64
09b_Tokyo_S1.jpg,p15,63033,137
09b_Tokyo_S1.jpg,p18,15420,40
09b_Tokyo_S1.jpg,p19,22495,60
09b_Tokyo_S1.jpg,p2,13772,36
09b_Tokyo_S1.jpg,p22,19299,54
09b_Tokyo_S1.jpg,p23,33471,115
09b_Tokyo_S1.jpg,p26,15801,33
09b_Tokyo_S1.jpg,p27,51903,156
09b_Tokyo_S1.jpg,p3,25911,69
09b_Tokyo_S1.jpg,p30,14138,34
09b_Tokyo_S1.jpg,p31,8809,29
09b_Tokyo_S1.jpg,p34,15269,42
09b_Tokyo_S1.jpg,p35,82380,197
09b_Tokyo_S1.jpg,p38,29513,53
09b_Tokyo_S1.jpg,p39,16800,54
09b_Tokyo_S1.jpg,p6,12253,43
09b_Tokyo_S1.jpg,p7,21917,64
09b_Tokyo_S2.jpg,p1,12158,33
09b_Tokyo_S2.jpg,p12,17149,56
09b_Tokyo_S2.jpg,p13,6044,29
09b_Tokyo_S2.jpg,p16,17470,61
09b_Tokyo_S2.jpg,p17,17303,61
09b_Tokyo_S2.jpg,p20,15537,55
09b_Tokyo_S2.jpg,p21,11156,33
09b_Tokyo_S2.jpg,p24,8975,30
09b_Tokyo_S2.jpg,p25,14102,37
09b_Tokyo_S2.jpg,p28,9040,30
09b_Tokyo_S2.jpg,p29,22459,89
09b_Tokyo_S2.jpg,p32,12606,45
09b_Tokyo_S2.jpg,p33,7559,28
09b_Tokyo_S2.jpg,p36,12155,38
09b_Tokyo_S2.jpg,p37,30237,99
09b_Tokyo_S2.jpg,p4,62687,241
09b_Tokyo_S2.jpg,p40,10474,32
09b_Tokyo_S2.jpg,p5,30136,84
09b_Tokyo_S2.jpg,p8,7809,24
09b_Tokyo_S2.jpg,p9,10974,36
10_Barcelona_S1.jpg,p1,2998,10
10_Barcelona_S1.jpg,p12,8041,27
10_Barcelona_S1.jpg,p13,5613,19
10_Barcelona_S1.jpg,p16,10440,31
10_Barcelona_S1.jpg,p17,12623,40
10_Barcelona_S1.jpg,p20,6494,27
10_Barcelona_S1.jpg,p21,3814,12
10_Barcelona_S1.jpg,p24,12354,34
10_Barcelona_S1.jpg,p25,15206,35
10_Barcelona_S1.jpg,p28,5627,18
10_Barcelona_S1.jpg,p29,10556,35
10_Barcelona_S1.jpg,p32,11840,30
10_Barcelona_S1.jpg,p33,3081,8
10_Barcelona_S1.jpg,p36,6977,16
10_Barcelona_S1.jpg,p37,5713,16
10_Barcelona_S1.jpg,p4,5944,21
10_Barcelona_S1.jpg,p40,7841,29
10_Barcelona_S1.jpg,p5,7109,21
10_Barcelona_S1.jpg,p8,9758,23
10_Barcelona_S1.jpg,p9,6145,18
10_Barcelona_S2.jpg,p10,23494,55
10_Barcelona_S2.jpg,p11,8643,25
10_Barcelona_S2.jpg,p14,16705,32
10_Barcelona_S2.jpg,p15,38833,95
10_Barcelona_S2.jpg,p18,42103,92
10_Barcelona_S2.jpg,p19,46932,87
10_Barcelona_S2.jpg,p2,14456,35
10_Barcelona_S2.jpg,p22,24063,41
10_Barcelona_S2.jpg,p23,10158,31
10_Barcelona_S2.jpg,p26,9859,19
10_Barcelona_S2.jpg,p27,21433,56
10_Barcelona_S2.jpg,p3,6012,15
10_Barcelona_S2.jpg,p30,23598,46
10_Barcelona_S2.jpg,p31,7177,20
10_Barcelona_S2.jpg,p34,16822,40
10_Barcelona_S2.jpg,p35,16405,40
10_Barcelona_S2.jpg,p38,18068,50
10_Barcelona_S2.jpg,p39,14406,40
10_Barcelona_S2.jpg,p6,5979,19
10_Barcelona_S2.jpg,p7,9342,21
10b_Barcelona_S1.jpg,p10,32856,58
10b_Barcelona_S1.jpg,p11,6327,20
10b_Barcelona_S1.jpg,p14,8295,19
10b_Barcelona_S1.jpg,p15,35743,66
10b_Barcelona_S1.jpg,p18,7276,23
10b_Barcelona_S1.jpg,p19,12354,33
10b_Barcelona_S1.jpg,p2,11091,24
10b_Barcelona_S1.jpg,p22,16384,37
10b_Barcelona_S1.jpg,p23,12205,46
10b_Barcelona_S1.jpg,p26,6295,12
10b_Barcelona_S1.jpg,p27,21232,51
10b_Barcelona_S1.jpg,p3,21300,43
10b_Barcelona_S1.jpg,p30,7012,16
10b_Barcelona_S1.jpg,p31,10309,32
10b_Barcelona_S1.jpg,p34,11123,33
10b_Barcelona_S1.jpg,p35,23299,65
10b_Barcelona_S1.jpg,p38,13754,33
10b_Barcelona_S1.jpg,p39,13407,27
10b_Barcelona_S1.jpg,p6,4545,15
10b_Barcelona_S1.jpg,p7,15655,36
10b_Barcelona_S2.jpg,p1,6894,16
10b_Barcelona_S2.jpg,p12,14387,34
10b_Barcelona_S2.jpg,p13,21733,50
10b_Barcelona_S2.jpg,p16,23209,69
10b_Barcelona_S2.jpg,p17,12987,34
10b_Barcelona_S2.jpg,p20,6178,22
10b_Barcelona_S2.jpg,p21,27330,50
10b_Barcelona_S2.jpg,p24,29808,76
10b_Barcelona_S2.jpg,p25,17886,42
10b_Barcelona_S2.jpg,p28,16822,32
10b_Barcelona_S2.jpg,p29,14466,43
10b_Barcelona_S2.jpg,p32,11258,25
10b_Barcelona_S2.jpg,p33,3996,20
10b_Barcelona_S2.jpg,p36,18254,27
10b_Barcelona_S2.jpg,p37,13057,37
10b_Barcelona_S2.jpg,p4,7344,20
10b_Barcelona_S2.jpg,p40,11491,28
10b_Barcelona_S2.jpg,p5,10809,31
10b_Barcelona_S2.jpg,p8,5995,18
10b_Barcelona_S2.jpg,p9,11840,23
11_Bologna_S1.jpg,p1,13004,42
11_Bologna_S1.jpg,p12,38201,107
11_Bologna_S1.jpg,p13,9808,31
11_Bologna_S1.jpg,p16,25775,103
11_Bologna_S1.jpg,p17,29876,78
11_Bologna_S1.jpg,p20,38999,134
11_Bologna_S1.jpg,p21,28592,72
11_Bologna_S1.jpg,p24,19863,71
11_Bologna_S1.jpg,p25,42228,122
11_Bologna_S1.jpg,p28,94064,301
11_Bologna_S1.jpg,p29,59458,211
11_Bologna_S1.jpg,p32,38566,117
11_Bologna_S1.jpg,p33,25213,86
11_Bologna_S1.jpg,p36,16836,50
11_Bologna_S1.jpg,p37,23749,78
11_Bologna_S1.jpg,p4,38661,144
11_Bologna_S1.jpg,p40,21803,62
11_Bologna_S1.jpg,p5,19000,64
11_Bologna_S1.jpg,p8,43066,91
11_Bologna_S1.jpg,p9,15454,49
11_Bologna_S2.jpg,p10,31755,96
11_Bologna_S2.jpg,p11,26396,79
11_Bologna_S2.jpg,p14,35739,112
11_Bologna_S2.jpg,p15,39884,128
11_Bologna_S2.jpg,p18,81447,237
11_Bologna_S2.jpg,p19,15919,49
11_Bologna_S2.jpg,p2,33985,97
11_Bologna_S2.jpg,p22,34584,84
11_Bologna_S2.jpg,p23,24525,94
11_Bologna_S2.jpg,p26,23378,70
11_Bologna_S2.jpg,p27,15550,57
11_Bologna_S2.jpg,p3,26028,65
11_Bologna_S2.jpg,p30,38768,92
11_Bologna_S2.jpg,p31,37563,119
11_Bologna_S2.jpg,p34,40776,132
11_Bologna_S2.jpg,p35,49234,138
11_Bologna_S2.jpg,p38,47469,171
11_Bologna_S2.jpg,p39,16782,60
11_Bologna_S2.jpg,p6,15732,57
11_Bologna_S2.jpg,p7,23663,65
11b_Bologna_S1.jpg,p10,32839,81
11b_Bologna_S1.jpg,p11,36818,114
11b_Bologna_S1.jpg,p14,32340,99
11b_Bologna_S1.jpg,p15,106326,328
11b_Bologna_S1.jpg,p18,54172,127
11b_Bologna_S1.jpg,p19,32589,85
11b_Bologna_S1.jpg,p2,34807,82
11b_Bologna_S1.jpg,p22,51956,120
11b_Bologna_S1.jpg,p23,64529,229
11b_Bologna_S1.jpg,p26,24899,48
11b_Bologna_S1.jpg,p27,113993,317
11b_Bologna_S1.jpg,p3,35841,86
11b_Bologna_S1.jpg,p30,20415,58
11b_Bologna_S1.jpg,p31,74938,210
11b_Bologna_S1.jpg,p34,20584,60
11b_Bologna_S1.jpg,p35,116556,302
11b_Bologna_S1.jpg,p38,35365,110
11b_Bologna_S1.jpg,p39,24629,68
11b_Bologna_S1.jpg,p6,22347,69
11b_Bologna_S1.jpg,p7,56618,152
11b_Bologna_S2.jpg,p1,14022,48
11b_Bologna_S2.jpg,p12,44718,141
11b_Bologna_S2.jpg,p13,17019,51
11b_Bologna_S2.jpg,p16,74229,237
11b_Bologna_S2.jpg,p17,22095,73
11b_Bologna_S2.jpg,p20,17334,74
11b_Bologna_S2.jpg,p21,84599,202
11b_Bologna_S2.jpg,p24,17234,53
11b_Bologna_S2.jpg,p25,34031,92
11b_Bologna_S2.jpg,p28,33944,80
11b_Bologna_S2.jpg,p29,34419,120
11b_Bologna_S2.jpg,p32,24926,68
11b_Bologna_S2.jpg,p33,7726,51
11b_Bologna_S2.jpg,p36,19386,46
11b_Bologna_S2.jpg,p37,30105,109
11b_Bologna_S2.jpg,p4,71417,267
11b_Bologna_S2.jpg,p40,74068,180
11b_Bologna_S2.jpg,p5,33436,86
11b_Bologna_S2.jpg,p8,133307,335
11b_Bologna_S2.jpg,p9,18931,56
12_Brüssel_S1.jpg,p1,6993,22
12_Brüssel_S1.jpg,p12,45382,148
12_Brüssel_S1.jpg,p13,14521,58
12_Brüssel_S1.jpg,p16,58166,197
12_Brüssel_S1.jpg,p17,32138,88
12_Brüssel_S1.jpg,p20,20681,77
12_Brüssel_S1.jpg,p21,37519,102
12_Brüssel_S1.jpg,p24,17416,44
12_Brüssel_S1.jpg,p25,21832,57
12_Brüssel_S1.jpg,p28,28869,84
12_Brüssel_S1.jpg,p29,11107,32
12_Brüssel_S1.jpg,p32,19864,64
12_Brüssel_S1.jpg,p33,17880,61
12_Brüssel_S1.jpg,p36,29142,75
12_Brüssel_S1.jpg,p37,19002,55
12_Brüssel_S1.jpg,p4,9525,28
12_Brüssel_S1.jpg,p40,23494,75
12_Brüssel_S1.jpg,p5,17706,54
12_Brüssel_S1.jpg,p8,20550,48
12_Brüssel_S1.jpg,p9,11469,34
12_Brüssel_S2.jpg,p10,25276,68
12_Brüssel_S2.jpg,p11,11690,43
12_Brüssel_S2.jpg,p14,19814,55
12_Brüssel_S2.jpg,p15,44846,104
12_Brüssel_S2.jpg,p18,30197,110
12_Brüssel_S2.jpg,p19,26064,59
12_Brüssel_S2.jpg,p2,25479,76
12_Brüssel_S2.jpg,p22,27029,72
12_Brüssel_S2.jpg,p23,24112,94
12_Brüssel_S2.jpg,p26,10659,23
12_Brüssel_S2.jpg,p27,40615,139
12_Brüssel_S2.jpg,p3,21647,52
12_Brüssel_S2.jpg,p30,20565,57
12_Brüssel_S2.jpg,p31,4779,16
12_Brüssel_S2.jpg,p34,19012,61
12_Brüssel_S2.jpg,p35,60852,165
12_Brüssel_S2.jpg,p38,22745,74
12_Brüssel_S2.jpg,p39,25461,73
12_Brüssel_S2.jpg,p6,11705,38
12_Brüssel_S2.jpg,p7,29210,88
12b_Brüssel_S1.jpg,p10,24706,107
12b_Brüssel_S1.jpg,p11,12058,23
12b_Brüssel_S1.jpg,p14,26412,77
12b_Brüssel_S1.jpg,p15,81640,176
12b_Brüssel_S1.jpg,p18,44044,109
12b_Brüssel_S1.jpg,p19,31444,68
12b_Brüssel_S1.jpg,p2,31756,75
12b_Brüssel_S1.jpg,p22,26463,56
12b_Brüssel_S1.jpg,p23,24876,90
12b_Brüssel_S1.jpg,p26,27044,65
12b_Brüssel_S1.jpg,p27,68041,165
12b_Brüssel_S1.jpg,p3,27278,64
12b_Brüssel_S1.jpg,p30,19830,62
12b_Brüssel_S1.jpg,p31,8291,32
12b_Brüssel_S1.jpg,p34,30355,105
12b_Brüssel_S1.jpg,p35,60832,134
12b_Brüssel_S1.jpg,p38,42765,107
12b_Brüssel_S1.jpg,p39,13824,59
12b_Brüssel_S1.jpg,p6,15913,54
12b_Brüssel_S1.jpg,p7,22248,46
12b_Brüssel_S2.jpg,p1,6427,19
12b_Brüssel_S2.jpg,p12,17055,56
12b_Brüssel_S2.jpg,p13,11956,36
12b_Brüssel_S2.jpg,p16,15919,62
12b_Brüssel_S2.jpg,p17,28325,85
12b_Brüssel_S2.jpg,p20,20899,64
12b_Brüssel_S2.jpg,p21,16124,35
12b_Brüssel_S2.jpg,p24,33273,93
12b_Brüssel_S2.jpg,p25,12505,33
12b_Brüssel_S2.jpg,p28,17085,46
12b_Brüssel_S2.jpg,p29,21177,79
12b_Brüssel_S2.jpg,p32,17672,39
12b_Brüssel_S2.jpg,p33,12657,27
12b_Brüssel_S2.jpg,p36,10907,31
12b_Brüssel_S2.jpg,p37,22382,60
12b_Brüssel_S2.jpg,p4,8577,37
12b_Brüssel_S2.jpg,p40,17018,37
12b_Brüssel_S2.jpg,p5,17184,57
12b_Brüssel_S2.jpg,p8,40432,80
12b_Brüssel_S2.jpg,p9,16238,46
13_Budapest_S1.jpg,p1,20785,55
13_Budapest_S1.jpg,p12,34936,106
13_Budapest_S1.jpg,p13,13655,46
13_Budapest_S1.jpg,p16,17801,46
13_Budapest_S1.jpg,p17,33520,90
13_Budapest_S1.jpg,p20,28678,74
13_Budapest_S1.jpg,p21,31324,68
13_Budapest_S1.jpg,p24,23779,79
13_Budapest_S1.jpg,p25,16204,37
13_Budapest_S1.jpg,p28,34134,77
13_Budapest_S1.jpg,p29,13850,54
13_Budapest_S1.jpg,p32,14008,33
13_Budapest_S1.jpg,p33,11471,35
13_Budapest_S1.jpg,p36,18871,41
13_Budapest_S1.jpg,p37,25147,64
13_Budapest_S1.jpg,p4,5697,28
13_Budapest_S1.jpg,p40,23245,81
13_Budapest_S1.jpg,p5,21847,51
13_Budapest_S1.jpg,p8,26448,61
13_Budapest_S1.jpg,p9,24129,45
13_Budapest_S2.jpg,p10,31375,149
13_Budapest_S2.jpg,p11,8326,25
13_Budapest_S2.jpg,p14,26265,87
13_Budapest_S2.jpg,p15,36108,93
13_Budapest_S2.jpg,p18,44364,127
13_Budapest_S2.jpg,p19,43734,67
13_Budapest_S2.jpg,p2,36165,89
13_Budapest_S2.jpg,p22,30206,81
13_Budapest_S2.jpg,p23,27176,114
13_Budapest_S2.jpg,p26,26126,66
13_Budapest_S2.jpg,p27,32591,71
13_Budapest_S2.jpg,p3,18199,51
13_Budapest_S2.jpg,p30,13056,48
13_Budapest_S2.jpg,p31,20417,48
13_Budapest_S2.jpg,p34,26511,85
13_Budapest_S2.jpg,p35,60564,153
13_Budapest_S2.jpg,p38,66871,193
13_Budapest_S2.jpg,p39,50075,140
13_Budapest_S2.jpg,p6,15303,44
13_Budapest_S2.jpg,p7,21132,54
13b_Budapest_S1.jpg,p10,26061,42
13b_Budapest_S1.jpg,p11,29958,81
13b_Budapest_S1.jpg,p14,39934,79
13b_Budapest_S1.jpg,p15,89993,164
13b_Budapest_S1.jpg,p18,20666,51
13b_Budapest_S1.jpg,p19,71510,155
13b_Budapest_S1.jpg,p2,45027,118
13b_Budapest_S1.jpg,p22,79511,195
13b_Budapest_S1.jpg,p23,50157,126
13b_Budapest_S1.jpg,p26,15357,23
13b_Budapest_S1.jpg,p27,51683,113
13b_Budapest_S1.jpg,p3,27075,67
13b_Budapest_S1.jpg,p30,24411,70
13b_Budapest_S1.jpg,p31,22129,63
13b_Budapest_S1.jpg,p34,16631,55
13b_Budapest_S1.jpg,p35,41051,123
13b_Budapest_S1.jpg,p38,38051,97
13b_Budapest_S1.jpg,p39,49389,154
13b_Budapest_S1.jpg,p6,16455,41
13b_Budapest_S1.jpg,p7,30223,86
13b_Budapest_S2.jpg,p1,12420,31
13b_Budapest_S2.jpg,p12,28925,75
13b_Budapest_S2.jpg,p13,10527,28
13b_Budapest_S2.jpg,p16,24349,78
13b_Budapest_S2.jpg,p17,20701,58
13b_Budapest_S2.jpg,p20,21564,67
13b_Budapest_S2.jpg,p21,36186,76
13b_Budapest_S2.jpg,p24,21214,56
13b_Budapest_S2.jpg,p25,35438,101
13b_Budapest_S2.jpg,p28,79902,204
13b_Budapest_S2.jpg,p29,33687,104
13b_Budapest_S2.jpg,p32,15520,21
13b_Budapest_S2.jpg,p33,10774,29
13b_Budapest_S2.jpg,p36,16555,36
13b_Budapest_S2.jpg,p37,30443,93
13b_Budapest_S2.jpg,p4,17634,51
13b_Budapest_S2.jpg,p40,22298,44
13b_Budapest_S2.jpg,p5,90960,244
13b_Budapest_S2.jpg,p8,24651,50
13b_Budapest_S2.jpg,p9,14758,29
14_Düsseldorf_S1.jpg,p1,3679,12
14_Düsseldorf_S1.jpg,p12,13040,42
14_Düsseldorf_S1.jpg,p13,5513,21
14_Düsseldorf_S1.jpg,p16,8676,30
14_Düsseldorf_S1.jpg,p17,7177,13
14_Düsseldorf_S1.jpg,p20,8824,33
14_Düsseldorf_S1.jpg,p21,6180,14
14_Düsseldorf_S1.jpg,p24,7459,22
14_Düsseldorf_S1.jpg,p25,8910,27
14_Düsseldorf_S1.jpg,p28,14452,48
14_Düsseldorf_S1.jpg,p29,6728,21
14_Düsseldorf_S1.jpg,p32,5897,13
14_Düsseldorf_S1.jpg,p33,3431,12
14_Düsseldorf_S1.jpg,p36,4598,11
14_Düsseldorf_S1.jpg,p37,8274,26
14_Düsseldorf_S1.jpg,p4,5929,22
14_Düsseldorf_S1.jpg,p40,8228,26
14_Düsseldorf_S1.jpg,p5,6476,29
14_Düsseldorf_S1.jpg,p8,19367,47
14_Düsseldorf_S1.jpg,p9,8461,25
14_Düsseldorf_S2.jpg,p10,13872,36
14_Düsseldorf_S2.jpg,p11,6028,13
14_Düsseldorf_S2.jpg,p14,20552,42
14_Düsseldorf_S2.jpg,p15,18851,37
14_Düsseldorf_S2.jpg,p18,9857,27
14_Düsseldorf_S2.jpg,p19,17614,29
14_Düsseldorf_S2.jpg,p2,12474,31
14_Düsseldorf_S2.jpg,p22,18218,29
14_Düsseldorf_S2.jpg,p23,19516,72
14_Düsseldorf_S2.jpg,p26,6361,16
14_Düsseldorf_S2.jpg,p27,9809,16
14_Düsseldorf_S2.jpg,p3,6628,16
14_Düsseldorf_S2.jpg,p30,5562,17
14_Düsseldorf_S2.jpg,p31,4629,7
14_Düsseldorf_S2.jpg,p34,19004,45
14_Düsseldorf_S2.jpg,p35,11675,28
14_Düsseldorf_S2.jpg,p38,21483,80
14_Düsseldorf_S2.jpg,p39,8777,15
14_Düsseldorf_S2.jpg,p6,5895,20
14_Düsseldorf_S2.jpg,p7,7960,15
14b_Düsseldorf_S1.jpg,p10,9259,25
14b_Düsseldorf_S1.jpg,p11,6510,22
14b_Düsseldorf_S1.jpg,p14,9626,27
14b_Düsseldorf_S1.jpg,p15,23515,41
14b_Düsseldorf_S1.jpg,p18,14137,33
14b_Düsseldorf_S1.jpg,p19,28277,81
14b_Düsseldorf_S1.jpg,p2,7743,21
14b_Düsseldorf_S1.jpg,p22,11807,22
14b_Düsseldorf_S1.jpg,p23,10410,37
14b_Düsseldorf_S1.jpg,p26,8361,17
14b_Düsseldorf_S1.jpg,p27,14421,46
14b_Düsseldorf_S1.jpg,p3,12256,40
14b_Düsseldorf_S1.jpg,p30,7727,22
14b_Düsseldorf_S1.jpg,p31,3897,18
14b_Düsseldorf_S1.jpg,p34,11373,30
14b_Düsseldorf_S1.jpg,p35,17780,60
14b_Düsseldorf_S1.jpg,p38,10924,41
14b_Düsseldorf_S1.jpg,p39,15153,57
14b_Düsseldorf_S1.jpg,p6,7693,19
14b_Düsseldorf_S1.jpg,p7,4976,19
14b_Düsseldorf_S2.jpg,p1,16752,46
14b_Düsseldorf_S2.jpg,p12,23730,63
14b_Düsseldorf_S2.jpg,p13,13322,25
14b_Düsseldorf_S2.jpg,p16,20579,67
14b_Düsseldorf_S2.jpg,p17,12923,10
14b_Düsseldorf_S2.jpg,p20,14454,48
14b_Düsseldorf_S2.jpg,p21,11607,33
14b_Düsseldorf_S2.jpg,p24,16473,34
14b_Düsseldorf_S2.jpg,p25,25396,58
14b_Düsseldorf_S2.jpg,p28,18535,30
14b_Düsseldorf_S2.jpg,p29,17333,45
14b_Düsseldorf_S2.jpg,p32,14438,19
14b_Düsseldorf_S2.jpg,p33,4460,23
14b_Düsseldorf_S2.jpg,p36,17734,38
14b_Düsseldorf_S2.jpg,p37,21352,51
14b_Düsseldorf_S2.jpg,p4,20481,60
14b_Düsseldorf_S2.jpg,p40,6544,12
14b_Düsseldorf_S2.jpg,p5,23267,55
14b_Düsseldorf_S2.jpg,p8,7977,22
14b_Düsseldorf_S2.jpg,p9,19383,38
15_Göteborg_S1.jpg,p1,6028,22
15_Göteborg_S1.jpg,p12,16791,48
15_Göteborg_S1.jpg,p13,6294,22
15_Göteborg_S1.jpg,p16,29788,105
15_Göteborg_S1.jpg,p17,12520,50
15_Göteborg_S1.jpg,p20,7707,31
15_Göteborg_S1.jpg,p21,11357,34
15_Göteborg_S1.jpg,p24,13655,41
15_Göteborg_S1.jpg,p25,9926,33
15_Göteborg_S1.jpg,p28,16107,49
15_Göteborg_S1.jpg,p29,11767,50
15_Göteborg_S1.jpg,p32,15384,52
15_Göteborg_S1.jpg,p33,8642,42
15_Göteborg_S1.jpg,p36,10821,37
15_Göteborg_S1.jpg,p37,12390,42
15_Göteborg_S1.jpg,p4,16985,69
15_Göteborg_S1.jpg,p40,28459,93
15_Göteborg_S1.jpg,p5,27226,97
15_Göteborg_S1.jpg,p8,22317,66
15_Göteborg_S1.jpg,p9,7078,26
15_Göteborg_S2.jpg,p10,29033,89
15_Göteborg_S2.jpg,p11,8976,34
15_Göteborg_S2.jpg,p14,27160,91
15_Göteborg_S2.jpg,p15,20049,62
15_Göteborg_S2.jpg,p18,9362,39
15_Göteborg_S2.jpg,p19,11057,38
15_Göteborg_S2.jpg,p2,25058,80
15_Göteborg_S2.jpg,p22,10924,31
15_Göteborg_S2.jpg,p23,15136,64
15_Göteborg_S2.jpg,p26,8473,28
15_Göteborg_S2.jpg,p27,20645,87
15_Göteborg_S2.jpg,p3,9391,36
15_Göteborg_S2.jpg,p30,4944,24
15_Göteborg_S2.jpg,p31,3979,15
15_Göteborg_S2.jpg,p34,12572,40
15_Göteborg_S2.jpg,p35,12986,45
15_Göteborg_S2.jpg,p38,15950,70
15_Göteborg_S2.jpg,p39,12023,48
15_Göteborg_S2.jpg,p6,9556,46
15_Göteborg_S2.jpg,p7,12572,42
15b_Göteborg_S1.jpg,p10,24096,84
15b_Göteborg_S1.jpg,p11,17637,55
15b_Göteborg_S1.jpg,p14,22779,71
15b_Göteborg_S1.jpg,p15,22981,46
15b_Göteborg_S1.jpg,p18,33272,111
15b_Göteborg_S1.jpg,p19,38930,121
15b_Göteborg_S1.jpg,p2,24993,66
15b_Göteborg_S1.jpg,p22,20052,52
15b_Göteborg_S1.jpg,p23,12508,55
15b_Göteborg_S1.jpg,p26,15219,40
15b_Göteborg_S1.jpg,p27,43092,132
15b_Göteborg_S1.jpg,p3,23708,77
15b_Göteborg_S1.jpg,p30,34634,106
15b_Göteborg_S1.jpg,p31,6409,27
15b_Göteborg_S1.jpg,p34,22028,68
15b_Göteborg_S1.jpg,p35,53905,172
15b_Göteborg_S1.jpg,p38,22363,58
15b_Göteborg_S1.jpg,p39,38832,123
15b_Göteborg_S1.jpg,p6,10528,41
15b_Göteborg_S1.jpg,p7,24426,79
15b_Göteborg_S2.jpg,p1,9889,35
15b_Göteborg_S2.jpg,p12,9924,31
15b_Göteborg_S2.jpg,p13,10708,45
15b_Göteborg_S2.jpg,p16,9658,38
15b_Göteborg_S2.jpg,p17,10190,38
15b_Göteborg_S2.jpg,p20,8511,31
15b_Göteborg_S2.jpg,p21,12255,44
15b_Göteborg_S2.jpg,p24,11208,43
15b_Göteborg_S2.jpg,p25,14703,53
15b_Göteborg_S2.jpg,p28,24744,80
15b_Göteborg_S2.jpg,p29,26901,111
15b_Göteborg_S2.jpg,p32,12157,31
15b_Göteborg_S2.jpg,p33,16487,50
15b_Göteborg_S2.jpg,p36,12956,32
15b_Göteborg_S2.jpg,p37,35468,131
15b_Göteborg_S2.jpg,p4,10055,41
15b_Göteborg_S2.jpg,p40,5928,25
