,city,description,complexity,saccade_value,duration
336,Krakau,color,101,7.781382078859743e-05,337.70588235294116
337,Krakau,color,101,3.2821326459401195e-05,416.3207547169811
338,Krakau,color,101,2.5705506841353266e-05,482.8936170212766
339,Krakau,color,101,3.322118121033837e-05,335.531914893617
340,Ljubljana,color,97,2.4107698549515563e-05,346.9166666666667
341,Ljubljana,color,97,5.062886598092861e-05,323.64462809917353
342,Ljubljana,color,97,4.28393874459396e-05,348.21875
343,Ljubljana,color,97,0.00017387036776504987,267.2375
344,Ljubljana,color,97,5.56014965045158e-05,345.88
345,Ljubljana,color,97,5.564263606894297e-05,297.60526315789474
346,Ljubljana,color,97,4.146031630532938e-05,340.74418604651163
347,Ljubljana,color,97,0.00012310603905967373,280.5405405405405
348,Ljubljana,color,97,6.15128171182249e-05,367.32835820895525
349,Ljubljana,color,97,7.713759561029728e-05,322.42241379310343
350,Ljubljana,color,97,9.084128996337654e-05,271.3378378378378
351,Ljubljana,color,97,4.0461061098107365e-05,377.96774193548384
352,Ljubljana,color,97,8.02931016475679e-05,317.34615384615387
353,Ljubljana,color,97,2.7703099319924886e-05,361.7
354,Ljubljana,color,97,6.675360273562986e-05,321.62589928057554
355,Ljubljana,color,97,8.805793773269878e-05,269.3398058252427
356,Ljubljana,color,97,4.797731099256985e-05,360.5
357,Ljubljana,color,97,0.00010522632345308104,281.2197802197802
358,Ljubljana,color,97,2.6532706934720767e-05,403.68888888888887
359,Ljubljana,color,97,3.602549806252913e-05,402.59090909090907
360,New_York,color,314,1.348558808387021e-05,412.2
361,New_York,color,314,2.5399089561705632e-05,434.1764705882353
362,New_York,color,314,2.8346770079639602e-05,352.20512820512823
363,New_York,color,314,4.804460164303709e-05,448.70093457943926
364,New_York,color,314,8.977770480672543e-06,691.1666666666666
365,New_York,color,314,4.8151711735050847e-05,403.8709677419355
366,New_York,color,314,2.118680642156521e-05,524.7972972972973
367,New_York,color,314,6.595367803952105e-05,406.17857142857144
368,New_York,color,314,3.616184894233307e-05,455.24074074074076
369,New_York,color,314,2.5149745477080774e-05,792.1428571428571
370,New_York,color,314,5.0126001016771046e-05,372.54545454545456
371,New_York,color,314,2.0770118051212244e-05,583.90625
372,New_York,color,314,2.4463310760432696e-05,474.07142857142856
373,New_York,color,314,1.2387778863886733e-05,641.4444444444445
374,New_York,color,314,2.2982085300503878e-05,419.2826086956522
375,New_York,color,314,4.781216013001916e-05,355.84313725490193
376,New_York,color,314,2.999875696569587e-05,394.0740740740741
377,New_York,color,314,1.9922072149447746e-05,357.65
378,New_York,color,314,1.743309816361906e-05,622.8333333333334
379,New_York,color,314,1.479659151781698e-05,462.3
380,Paris,color,308,2.6280451025130244e-05,398.0952380952381
381,Paris,color,308,7.239490048812463e-05,373.2894736842105
382,Paris,color,308,4.303313313551305e-05,384.34615384615387
383,Paris,color,308,8.102933128415462e-05,295.0366972477064
384,Paris,color,308,5.408247530001443e-05,371.3835616438356
385,Paris,color,308,0.00011209700265125925,280.3888888888889
386,Paris,color,308,1.613537938703636e-05,567.4047619047619
387,Paris,color,308,9.479543974664542e-05,414.5135135135135
388,Paris,color,308,8.492888335210258e-06,688.5
389,Paris,color,308,8.594537709988037e-05,401.4230769230769
390,Paris,color,308,6.171880509371093e-05,316.5833333333333
391,Paris,color,308,3.471213264871318e-05,459.5
392,Paris,color,308,0.00011856399283059139,245.26923076923077
393,Paris,color,308,2.833742092849541e-05,375.4516129032258
394,Paris,color,308,0.00010347830919593268,435.53846153846155
395,Paris,color,308,7.06201786607283e-05,372.8695652173913
396,Paris,color,308,2.6341882403918662e-05,494.92
397,Paris,color,308,4.700826699878682e-05,342.56756756756755
398,Paris,color,308,4.003588496681908e-05,421.96
399,Paris,color,308,4.3848369528926214e-05,469.0
400,Pisa,color,129,3.528336275452673e-05,309.1333333333333
401,Pisa,color,129,4.4315915238046367e-05,314.90909090909093
